age,monthly_income,monthly_expenses,monthly_surplus,savings,existing_investments,monthly_emi,investment_horizon,investment_experience,reaction_to_market_loss,investment_frequency,liquidity_preference,investment_goal,risk_questionnaire_score,risk_profile
65,49000.0,32700.0,2400.0,462000,7000.0,13900,13,4,2,MONTHLY,HIGH,WEALTH_CREATION,66.0,HIGH
45,56000.0,34700.0,13400.0,995000,260000.0,7900,9,3,3,RARELY,HIGH,EMERGENCY_FUND,41.0,MEDIUM
53,73000.0,56200.0,2900.0,1696000,260000.0,13900,5,1,2,RARELY,HIGH,WEALTH_CREATION,22.0,MEDIUM
28,58000.0,38600.0,16100.0,1312000,389000.0,3300,3,1,2,MONTHLY,LOW,SHORT_TERM_GOAL,63.0,HIGH
26,182000.0,75900.0,62300.0,1696000,206000.0,43800,1,1,4,RARELY,LOW,WEALTH_CREATION,63.0,HIGH
29,129000.0,111300.0,0.0,4600000,1567000.0,18500,17,1,3,RARELY,HIGH,TAX_SAVING,42.0,HIGH
39,43000.0,25100.0,10200.0,412000,154000.0,7700,1,2,2,MONTHLY,LOW,SHORT_TERM_GOAL,62.0,LOW
39,31000.0,20500.0,7100.0,383000,111000.0,3400,20,4,1,RARELY,MEDIUM,RETIREMENT,58.0,HIGH
22,47000.0,20400.0,23300.0,697000,138000.0,3300,7,1,3,QUARTERLY,HIGH,TAX_SAVING,52.0,HIGH
54,102000.0,71100.0,21200.0,2473000,153000.0,9700,8,2,2,LUMP_SUM,MEDIUM,WEALTH_CREATION,54.0,HIGH
65,105000.0,74800.0,26500.0,1449000,576000.0,3700,14,2,2,LUMP_SUM,MEDIUM,TAX_SAVING,46.0,HIGH
64,45000.0,25300.0,11600.0,64000,16000.0,8100,3,3,4,MONTHLY,LOW,SHORT_TERM_GOAL,100.0,MEDIUM
24,49000.0,36000.0,6900.0,99000,42000.0,6100,11,2,2,MONTHLY,HIGH,WEALTH_CREATION,65.0,MEDIUM
39,43000.0,23400.0,13900.0,668000,114000.0,5700,6,1,4,MONTHLY,MEDIUM,RETIREMENT,55.0,HIGH
30,243000.0,98400.0,122700.0,1482000,252000.0,21900,16,1,4,MONTHLY,MEDIUM,RETIREMENT,51.0,HIGH
45,66000.0,31400.0,17500.0,956000,162000.0,17100,17,2,4,RARELY,MEDIUM,TAX_SAVING,49.0,HIGH
61,65000.0,43300.0,15200.0,286000,86000.0,6500,17,3,4,RARELY,HIGH,SHORT_TERM_GOAL,44.0,MEDIUM
25,93000.0,43100.0,22700.0,565000,186000.0,27200,2,1,4,RARELY,LOW,WEALTH_CREATION,69.0,MEDIUM
28,41000.0,25200.0,0.0,745000,158000.0,18600,9,1,3,LUMP_SUM,LOW,TAX_SAVING,79.0,HIGH
39,94000.0,68200.0,10000.0,412000,82000.0,15800,3,1,1,MONTHLY,MEDIUM,EMERGENCY_FUND,50.0,LOW
61,36000.0,21400.0,6500.0,574000,71000.0,8100,17,4,1,LUMP_SUM,MEDIUM,WEALTH_CREATION,66.0,HIGH
22,64000.0,25600.0,21800.0,147000,37000.0,16600,16,1,4,MONTHLY,LOW,TAX_SAVING,70.0,HIGH
43,54000.0,38800.0,11300.0,533000,26000.0,3900,6,2,3,MONTHLY,MEDIUM,EMERGENCY_FUND,66.0,HIGH
59,79000.0,70100.0,5300.0,589000,102000.0,3600,21,3,2,QUARTERLY,HIGH,TAX_SAVING,41.0,MEDIUM
26,45000.0,27000.0,10800.0,823000,178000.0,7200,14,3,1,QUARTERLY,MEDIUM,EMERGENCY_FUND,62.0,HIGH
61,88000.0,41900.0,27800.0,921000,213000.0,18300,8,2,1,QUARTERLY,LOW,WEALTH_CREATION,51.0,HIGH
44,98000.0,64500.0,1000.0,2209000,1161000.0,32500,8,2,2,MONTHLY,HIGH,TAX_SAVING,55.0,HIGH
29,128000.0,100000.0,17500.0,3193000,1124000.0,10500,2,4,5,MONTHLY,HIGH,RETIREMENT,76.0,HIGH
54,45000.0,29500.0,6800.0,377000,167000.0,8700,10,1,1,RARELY,MEDIUM,WEALTH_CREATION,36.0,MEDIUM
44,44000.0,23700.0,10300.0,385000,29000.0,10000,11,1,5,LUMP_SUM,LOW,RETIREMENT,84.0,HIGH
28,97000.0,65900.0,15600.0,83000,10000.0,15500,6,4,5,QUARTERLY,HIGH,EMERGENCY_FUND,67.0,MEDIUM
58,68000.0,30900.0,28100.0,426000,182000.0,9000,21,3,2,LUMP_SUM,MEDIUM,WEALTH_CREATION,67.0,HIGH
28,59000.0,53700.0,2200.0,453000,106000.0,3100,17,4,4,RARELY,LOW,WEALTH_CREATION,85.0,HIGH
34,82000.0,49300.0,22600.0,710000,313000.0,10100,2,4,5,LUMP_SUM,HIGH,WEALTH_CREATION,71.0,HIGH
34,93000.0,55900.0,20700.0,257000,48000.0,16400,1,1,2,MONTHLY,LOW,EMERGENCY_FUND,58.0,LOW
31,100000.0,55500.0,34000.0,576000,263000.0,10500,9,1,1,MONTHLY,HIGH,SHORT_TERM_GOAL,25.0,LOW
63,79000.0,36500.0,24400.0,286000,23000.0,18100,13,4,3,RARELY,HIGH,SHORT_TERM_GOAL,62.0,MEDIUM
57,41000.0,26800.0,5500.0,207000,20000.0,8700,5,4,2,MONTHLY,HIGH,RETIREMENT,72.0,MEDIUM
31,99000.0,42900.0,48000.0,1003000,65000.0,8100,7,1,1,MONTHLY,LOW,WEALTH_CREATION,61.0,HIGH
54,26000.0,17000.0,0.0,316000,12000.0,10800,12,2,3,RARELY,MEDIUM,TAX_SAVING,52.0,MEDIUM
44,84000.0,31900.0,47200.0,63000,17000.0,4900,14,1,3,MONTHLY,HIGH,SHORT_TERM_GOAL,60.0,MEDIUM
26,92000.0,54500.0,21000.0,1543000,197000.0,16500,3,2,1,RARELY,LOW,WEALTH_CREATION,38.0,HIGH
34,46000.0,31900.0,11600.0,176000,34000.0,2500,1,1,2,LUMP_SUM,MEDIUM,RETIREMENT,48.0,HIGH
34,60000.0,23400.0,28700.0,149000,30000.0,7900,12,3,1,MONTHLY,LOW,TAX_SAVING,66.0,HIGH
39,58000.0,35300.0,0.0,1977000,424000.0,27100,15,3,2,MONTHLY,LOW,WEALTH_CREATION,86.0,HIGH
55,55000.0,39400.0,14800.0,86000,23000.0,800,1,2,1,LUMP_SUM,HIGH,RETIREMENT,38.0,LOW
35,112000.0,66500.0,41300.0,77000,10000.0,4200,7,3,3,MONTHLY,MEDIUM,EMERGENCY_FUND,71.0,MEDIUM
32,116000.0,77300.0,0.0,1049000,561000.0,63800,4,5,3,MONTHLY,LOW,WEALTH_CREATION,94.0,HIGH
44,62000.0,47600.0,12600.0,140000,28000.0,1800,1,4,2,QUARTERLY,MEDIUM,WEALTH_CREATION,75.0,MEDIUM
33,34000.0,16000.0,10400.0,170000,48000.0,7600,6,4,1,QUARTERLY,MEDIUM,EMERGENCY_FUND,65.0,MEDIUM
23,37000.0,16500.0,10700.0,392000,49000.0,9800,9,3,4,LUMP_SUM,MEDIUM,WEALTH_CREATION,71.0,HIGH
41,81000.0,54000.0,0.0,1777000,161000.0,30700,6,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,53.0,HIGH
24,64000.0,47900.0,10700.0,401000,137000.0,5400,2,2,4,MONTHLY,HIGH,WEALTH_CREATION,79.0,MEDIUM
63,42000.0,33100.0,7200.0,766000,177000.0,1700,9,5,1,MONTHLY,HIGH,TAX_SAVING,73.0,HIGH
58,62000.0,37400.0,20700.0,647000,209000.0,3900,5,1,4,MONTHLY,HIGH,RETIREMENT,38.0,HIGH
57,20000.0,11200.0,8300.0,262000,26000.0,500,6,3,3,RARELY,MEDIUM,RETIREMENT,64.0,HIGH
31,77000.0,38800.0,20800.0,625000,58000.0,17400,6,1,5,LUMP_SUM,LOW,WEALTH_CREATION,86.0,HIGH
56,25000.0,11200.0,10500.0,178000,7000.0,3300,16,2,3,LUMP_SUM,HIGH,RETIREMENT,67.0,HIGH
30,70000.0,56700.0,7000.0,2253000,645000.0,6300,14,1,3,QUARTERLY,MEDIUM,TAX_SAVING,60.0,HIGH
37,58000.0,47200.0,0.0,329000,233000.0,28200,23,3,1,RARELY,LOW,RETIREMENT,57.0,MEDIUM
47,116000.0,92800.0,300.0,741000,192000.0,22900,2,1,1,MONTHLY,MEDIUM,WEALTH_CREATION,37.0,LOW
25,59000.0,53900.0,2900.0,1013000,43000.0,2200,2,1,3,MONTHLY,HIGH,WEALTH_CREATION,39.0,HIGH
32,190000.0,144500.0,9600.0,3610000,1167000.0,35900,4,1,3,MONTHLY,MEDIUM,EMERGENCY_FUND,58.0,HIGH
64,33000.0,12900.0,17500.0,189000,21000.0,2600,9,1,3,MONTHLY,LOW,WEALTH_CREATION,73.0,HIGH
29,83000.0,37000.0,6700.0,965000,140000.0,39300,5,4,3,MONTHLY,MEDIUM,WEALTH_CREATION,62.0,HIGH
41,67000.0,34400.0,15600.0,1526000,204000.0,17000,5,4,1,RARELY,MEDIUM,SHORT_TERM_GOAL,62.0,HIGH
32,37000.0,25200.0,0.0,733000,38000.0,11900,6,5,3,RARELY,MEDIUM,RETIREMENT,78.0,HIGH
55,27000.0,12400.0,2900.0,158000,16000.0,11700,1,2,2,LUMP_SUM,MEDIUM,WEALTH_CREATION,55.0,LOW
45,138000.0,109800.0,0.0,3319000,617000.0,36400,22,1,1,RARELY,MEDIUM,TAX_SAVING,32.0,HIGH
30,76000.0,45400.0,24100.0,333000,36000.0,6500,15,4,2,MONTHLY,MEDIUM,EMERGENCY_FUND,66.0,HIGH
36,100000.0,73400.0,0.0,1825000,336000.0,34000,5,1,5,LUMP_SUM,MEDIUM,WEALTH_CREATION,85.0,HIGH
49,63000.0,55000.0,0.0,879000,129000.0,11900,10,1,4,QUARTERLY,LOW,TAX_SAVING,61.0,HIGH
63,41000.0,13600.0,23600.0,208000,62000.0,3800,17,3,3,MONTHLY,HIGH,RETIREMENT,63.0,HIGH
27,44000.0,31700.0,900.0,368000,184000.0,11400,9,1,5,RARELY,MEDIUM,RETIREMENT,69.0,MEDIUM
57,47000.0,37800.0,0.0,424000,45000.0,18300,6,1,1,RARELY,MEDIUM,SHORT_TERM_GOAL,46.0,LOW
45,30000.0,19800.0,1600.0,290000,153000.0,8600,14,2,1,MONTHLY,MEDIUM,SHORT_TERM_GOAL,48.0,MEDIUM
27,112000.0,94000.0,11000.0,1357000,32000.0,7000,11,2,1,MONTHLY,MEDIUM,SHORT_TERM_GOAL,52.0,HIGH
26,50000.0,38300.0,0.0,580000,103000.0,12300,6,3,3,MONTHLY,MEDIUM,RETIREMENT,57.0,HIGH
48,74000.0,46700.0,8100.0,1389000,247000.0,19200,1,2,1,RARELY,LOW,SHORT_TERM_GOAL,50.0,LOW
61,69000.0,50300.0,12800.0,3659000,1593000.0,5900,5,1,4,QUARTERLY,MEDIUM,WEALTH_CREATION,57.0,HIGH
62,70000.0,49700.0,0.0,1371000,561000.0,23800,2,4,2,MONTHLY,MEDIUM,EMERGENCY_FUND,70.0,HIGH
29,65000.0,18400.0,43000.0,237000,6000.0,3600,17,5,3,RARELY,MEDIUM,SHORT_TERM_GOAL,71.0,HIGH
24,29000.0,15500.0,11400.0,99000,9000.0,2100,6,2,1,MONTHLY,MEDIUM,TAX_SAVING,57.0,MEDIUM
57,37000.0,28800.0,0.0,114000,42000.0,10800,7,3,3,LUMP_SUM,LOW,RETIREMENT,54.0,HIGH
62,30000.0,13500.0,4200.0,460000,87000.0,12300,2,1,5,LUMP_SUM,MEDIUM,EMERGENCY_FUND,84.0,MEDIUM
53,44000.0,22500.0,0.0,285000,86000.0,24200,18,1,4,LUMP_SUM,MEDIUM,WEALTH_CREATION,60.0,MEDIUM
42,99000.0,31900.0,40800.0,157000,8000.0,26300,8,2,5,MONTHLY,LOW,SHORT_TERM_GOAL,92.0,MEDIUM
40,59000.0,44700.0,1000.0,653000,139000.0,13300,3,4,3,QUARTERLY,MEDIUM,EMERGENCY_FUND,83.0,HIGH
65,66000.0,48500.0,0.0,1767000,553000.0,23200,6,3,5,MONTHLY,HIGH,WEALTH_CREATION,94.0,HIGH
21,201000.0,153100.0,0.0,307000,215000.0,81000,5,4,5,RARELY,MEDIUM,EMERGENCY_FUND,100.0,LOW
49,92000.0,38900.0,51100.0,703000,316000.0,2000,4,3,1,MONTHLY,MEDIUM,SHORT_TERM_GOAL,44.0,MEDIUM
21,40000.0,25900.0,1900.0,370000,19000.0,12200,10,1,3,MONTHLY,HIGH,SHORT_TERM_GOAL,53.0,LOW
23,57000.0,27600.0,27100.0,635000,135000.0,2300,8,1,3,MONTHLY,MEDIUM,WEALTH_CREATION,53.0,HIGH
34,94000.0,53400.0,18600.0,1560000,103000.0,22000,18,1,1,QUARTERLY,LOW,WEALTH_CREATION,61.0,HIGH
65,92000.0,84600.0,500.0,1939000,299000.0,6900,1,4,1,MONTHLY,MEDIUM,EMERGENCY_FUND,69.0,HIGH
64,118000.0,90400.0,0.0,966000,480000.0,49300,4,4,2,RARELY,LOW,WEALTH_CREATION,64.0,MEDIUM
43,67000.0,30400.0,10300.0,21000,2000.0,26300,9,1,2,RARELY,LOW,EMERGENCY_FUND,48.0,LOW
43,148000.0,113600.0,1100.0,713000,198000.0,33300,13,4,3,MONTHLY,HIGH,WEALTH_CREATION,84.0,HIGH
54,133000.0,63000.0,59800.0,560000,110000.0,10200,18,3,2,RARELY,MEDIUM,WEALTH_CREATION,66.0,HIGH
31,98000.0,70500.0,11500.0,376000,101000.0,16000,1,5,5,QUARTERLY,HIGH,EMERGENCY_FUND,95.0,LOW
21,25000.0,9700.0,7200.0,84000,6000.0,8100,7,4,2,MONTHLY,LOW,SHORT_TERM_GOAL,97.0,HIGH
59,62000.0,42000.0,1000.0,781000,307000.0,19000,10,4,1,LUMP_SUM,MEDIUM,WEALTH_CREATION,62.0,HIGH
55,58000.0,28800.0,11400.0,697000,159000.0,17800,16,4,3,LUMP_SUM,HIGH,RETIREMENT,64.0,HIGH
26,92000.0,53600.0,21800.0,182000,47000.0,16600,12,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,63.0,HIGH
45,39000.0,35400.0,300.0,842000,98000.0,3300,11,5,3,QUARTERLY,HIGH,SHORT_TERM_GOAL,70.0,HIGH
47,42000.0,21300.0,18800.0,169000,7000.0,1900,20,5,1,MONTHLY,LOW,RETIREMENT,100.0,HIGH
33,80000.0,59400.0,0.0,181000,17000.0,21300,12,3,3,LUMP_SUM,MEDIUM,EMERGENCY_FUND,65.0,LOW
61,54000.0,42500.0,0.0,1518000,333000.0,15300,2,1,2,MONTHLY,MEDIUM,WEALTH_CREATION,51.0,HIGH
60,116000.0,102700.0,8500.0,1108000,356000.0,4800,2,2,4,RARELY,MEDIUM,RETIREMENT,70.0,MEDIUM
63,73000.0,67100.0,0.0,1337000,20000.0,8000,20,4,5,MONTHLY,LOW,RETIREMENT,92.0,HIGH
56,51000.0,30500.0,10800.0,534000,252000.0,9700,8,3,1,LUMP_SUM,HIGH,WEALTH_CREATION,33.0,MEDIUM
30,41000.0,17100.0,14500.0,132000,42000.0,9400,19,1,5,MONTHLY,MEDIUM,TAX_SAVING,77.0,HIGH
30,63000.0,39700.0,17000.0,364000,216000.0,6300,15,3,3,MONTHLY,LOW,WEALTH_CREATION,77.0,HIGH
30,68000.0,44200.0,7300.0,509000,62000.0,16500,12,4,1,MONTHLY,MEDIUM,EMERGENCY_FUND,68.0,MEDIUM
54,74000.0,62000.0,4300.0,774000,204000.0,7700,6,4,3,MONTHLY,MEDIUM,RETIREMENT,61.0,HIGH
53,56000.0,44100.0,0.0,1794000,560000.0,12000,7,1,1,RARELY,HIGH,SHORT_TERM_GOAL,13.0,HIGH
31,148000.0,90300.0,10900.0,1495000,510000.0,46800,3,5,2,MONTHLY,HIGH,TAX_SAVING,83.0,MEDIUM
62,32000.0,23400.0,0.0,439000,235000.0,12400,4,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,49.0,HIGH
45,26000.0,15000.0,5100.0,537000,143000.0,5900,6,1,1,MONTHLY,MEDIUM,WEALTH_CREATION,67.0,HIGH
38,26000.0,19400.0,3000.0,173000,71000.0,3600,1,1,2,MONTHLY,LOW,WEALTH_CREATION,55.0,MEDIUM
27,23000.0,10500.0,10800.0,245000,144000.0,1700,8,1,2,RARELY,LOW,EMERGENCY_FUND,54.0,HIGH
49,102000.0,93800.0,0.0,2097000,713000.0,29800,5,1,1,LUMP_SUM,MEDIUM,WEALTH_CREATION,45.0,HIGH
58,77000.0,42400.0,2000.0,1049000,247000.0,32600,5,3,2,MONTHLY,MEDIUM,TAX_SAVING,85.0,MEDIUM
26,60000.0,45000.0,5800.0,1014000,237000.0,9200,2,4,3,MONTHLY,MEDIUM,RETIREMENT,77.0,HIGH
44,90000.0,59900.0,17900.0,918000,85000.0,12200,19,3,3,QUARTERLY,MEDIUM,RETIREMENT,81.0,HIGH
48,119000.0,79100.0,0.0,2311000,188000.0,49900,4,2,2,QUARTERLY,MEDIUM,RETIREMENT,71.0,HIGH
63,83000.0,53800.0,20400.0,1621000,125000.0,8800,17,2,5,MONTHLY,LOW,SHORT_TERM_GOAL,100.0,HIGH
49,21000.0,15800.0,4800.0,114000,38000.0,400,4,2,2,RARELY,LOW,TAX_SAVING,63.0,LOW
30,51000.0,25400.0,17100.0,362000,38000.0,8500,2,2,2,MONTHLY,HIGH,TAX_SAVING,58.0,MEDIUM
46,58000.0,37900.0,9100.0,1107000,295000.0,11000,1,1,3,QUARTERLY,MEDIUM,TAX_SAVING,68.0,HIGH
55,108000.0,50400.0,46200.0,545000,193000.0,11400,14,4,5,MONTHLY,HIGH,TAX_SAVING,88.0,HIGH
32,61000.0,53100.0,2900.0,96000,32000.0,5000,13,1,5,LUMP_SUM,MEDIUM,EMERGENCY_FUND,54.0,LOW
51,77000.0,52700.0,0.0,1482000,527000.0,32500,20,1,1,MONTHLY,LOW,SHORT_TERM_GOAL,40.0,HIGH
22,53000.0,39100.0,0.0,879000,251000.0,21000,16,4,1,MONTHLY,MEDIUM,TAX_SAVING,63.0,HIGH
49,24000.0,22000.0,0.0,1011000,294000.0,8700,4,2,4,RARELY,MEDIUM,TAX_SAVING,49.0,HIGH
25,90000.0,82800.0,1100.0,970000,185000.0,6100,18,4,3,MONTHLY,HIGH,WEALTH_CREATION,88.0,HIGH
35,76000.0,50900.0,2200.0,1410000,45000.0,22900,13,1,3,MONTHLY,LOW,SHORT_TERM_GOAL,69.0,HIGH
32,55000.0,38400.0,0.0,1557000,131000.0,19600,5,4,3,QUARTERLY,HIGH,WEALTH_CREATION,61.0,HIGH
21,159000.0,108700.0,21200.0,3208000,1197000.0,29100,3,5,3,MONTHLY,LOW,WEALTH_CREATION,100.0,HIGH
31,40000.0,28500.0,8000.0,577000,122000.0,3500,21,3,2,MONTHLY,MEDIUM,EMERGENCY_FUND,76.0,HIGH
48,31000.0,14400.0,1300.0,286000,67000.0,15300,10,1,3,MONTHLY,LOW,EMERGENCY_FUND,68.0,MEDIUM
23,24000.0,16500.0,0.0,167000,80000.0,8900,7,2,3,MONTHLY,HIGH,WEALTH_CREATION,54.0,LOW
37,70000.0,36500.0,19000.0,18000,1000.0,14500,16,2,4,RARELY,MEDIUM,WEALTH_CREATION,74.0,MEDIUM
28,91000.0,60700.0,27300.0,429000,25000.0,3000,4,1,5,MONTHLY,MEDIUM,RETIREMENT,86.0,HIGH
65,122000.0,52600.0,32100.0,411000,258000.0,37300,3,1,1,RARELY,HIGH,RETIREMENT,30.0,LOW
27,54000.0,33800.0,11400.0,1296000,61000.0,8800,15,3,5,RARELY,LOW,TAX_SAVING,97.0,HIGH
53,78000.0,31800.0,10700.0,716000,167000.0,35500,6,2,1,MONTHLY,MEDIUM,EMERGENCY_FUND,57.0,LOW
30,138000.0,90300.0,14000.0,860000,153000.0,33700,1,5,3,MONTHLY,MEDIUM,RETIREMENT,98.0,HIGH
58,27000.0,13700.0,0.0,149000,25000.0,13800,4,3,2,QUARTERLY,HIGH,WEALTH_CREATION,54.0,LOW
65,56000.0,43300.0,7000.0,221000,23000.0,5700,3,1,3,LUMP_SUM,MEDIUM,WEALTH_CREATION,52.0,LOW
29,80000.0,53200.0,5300.0,972000,147000.0,21500,1,1,4,MONTHLY,MEDIUM,RETIREMENT,54.0,MEDIUM
57,49000.0,35300.0,0.0,414000,158000.0,14600,9,2,5,MONTHLY,MEDIUM,WEALTH_CREATION,80.0,HIGH
59,27000.0,17300.0,0.0,1075000,115000.0,11600,5,2,1,RARELY,LOW,RETIREMENT,49.0,HIGH
35,72000.0,42900.0,15400.0,1073000,761000.0,13700,23,1,1,RARELY,HIGH,SHORT_TERM_GOAL,24.0,HIGH
64,52000.0,33900.0,8400.0,486000,333000.0,9700,4,2,4,RARELY,MEDIUM,SHORT_TERM_GOAL,61.0,MEDIUM
24,66000.0,40500.0,20600.0,115000,62000.0,4900,5,5,1,QUARTERLY,LOW,RETIREMENT,80.0,HIGH
56,124000.0,34300.0,74000.0,283000,4000.0,15700,4,1,5,MONTHLY,MEDIUM,EMERGENCY_FUND,69.0,HIGH
48,55000.0,36900.0,0.0,483000,364000.0,25800,6,3,5,RARELY,LOW,EMERGENCY_FUND,80.0,LOW
61,65000.0,44300.0,14600.0,876000,234000.0,6100,3,4,1,RARELY,LOW,WEALTH_CREATION,55.0,HIGH
60,56000.0,36300.0,11800.0,639000,325000.0,7900,8,3,4,MONTHLY,HIGH,RETIREMENT,72.0,HIGH
57,62000.0,45000.0,0.0,1246000,160000.0,34100,1,1,4,QUARTERLY,MEDIUM,WEALTH_CREATION,73.0,HIGH
53,68000.0,45600.0,0.0,2567000,679000.0,25700,5,1,3,RARELY,HIGH,RETIREMENT,39.0,HIGH
27,71000.0,31200.0,24900.0,546000,153000.0,14900,23,1,4,MONTHLY,MEDIUM,WEALTH_CREATION,55.0,HIGH
37,130000.0,59500.0,4300.0,2177000,887000.0,66200,12,1,4,QUARTERLY,MEDIUM,RETIREMENT,56.0,HIGH
39,44000.0,24800.0,10900.0,1249000,451000.0,8300,6,3,3,LUMP_SUM,MEDIUM,EMERGENCY_FUND,78.0,HIGH
28,36000.0,14200.0,15600.0,343000,77000.0,6200,19,3,4,LUMP_SUM,LOW,RETIREMENT,77.0,HIGH
46,45000.0,21600.0,21900.0,385000,201000.0,1500,5,1,4,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,76.0,HIGH
61,58000.0,32300.0,1400.0,880000,304000.0,24300,11,1,3,MONTHLY,HIGH,WEALTH_CREATION,55.0,HIGH
21,28000.0,23200.0,1300.0,222000,80000.0,3500,2,2,1,MONTHLY,LOW,WEALTH_CREATION,63.0,HIGH
46,35000.0,18400.0,8900.0,105000,26000.0,7700,4,2,4,QUARTERLY,MEDIUM,SHORT_TERM_GOAL,57.0,MEDIUM
48,23000.0,13200.0,4700.0,219000,79000.0,5100,2,2,2,RARELY,MEDIUM,TAX_SAVING,60.0,LOW
51,64000.0,47500.0,4000.0,967000,104000.0,12500,1,1,5,MONTHLY,HIGH,TAX_SAVING,57.0,HIGH
61,129000.0,104500.0,11500.0,661000,255000.0,13000,11,2,3,QUARTERLY,MEDIUM,EMERGENCY_FUND,75.0,MEDIUM
57,107000.0,44700.0,18100.0,586000,326000.0,44200,17,3,2,RARELY,LOW,EMERGENCY_FUND,73.0,MEDIUM
50,33000.0,28100.0,0.0,1373000,430000.0,13100,14,1,2,MONTHLY,MEDIUM,RETIREMENT,62.0,HIGH
56,60000.0,29900.0,7200.0,80000,1000.0,22900,7,1,3,MONTHLY,MEDIUM,EMERGENCY_FUND,68.0,MEDIUM
25,78000.0,43000.0,2000.0,848000,6000.0,33000,16,1,3,MONTHLY,MEDIUM,EMERGENCY_FUND,66.0,LOW
24,98000.0,46400.0,24700.0,1280000,397000.0,26900,24,4,4,MONTHLY,LOW,EMERGENCY_FUND,100.0,HIGH
32,60000.0,23700.0,30200.0,227000,16000.0,6100,19,1,1,QUARTERLY,HIGH,WEALTH_CREATION,42.0,MEDIUM
29,35000.0,15700.0,18300.0,57000,4000.0,1000,15,1,3,MONTHLY,HIGH,TAX_SAVING,58.0,HIGH
34,70000.0,47700.0,20900.0,748000,25000.0,1400,14,3,4,RARELY,LOW,WEALTH_CREATION,87.0,HIGH
51,117000.0,65800.0,43300.0,408000,49000.0,7900,18,1,1,RARELY,HIGH,TAX_SAVING,35.0,MEDIUM
49,112000.0,70900.0,26900.0,1797000,125000.0,14200,7,3,4,MONTHLY,HIGH,WEALTH_CREATION,90.0,HIGH
43,74000.0,41200.0,27100.0,863000,45000.0,5700,12,3,4,RARELY,MEDIUM,TAX_SAVING,75.0,HIGH
53,79000.0,22200.0,48100.0,276000,7000.0,8700,22,5,1,MONTHLY,MEDIUM,EMERGENCY_FUND,84.0,HIGH
23,24000.0,14100.0,2800.0,189000,44000.0,7100,9,2,2,MONTHLY,LOW,SHORT_TERM_GOAL,57.0,HIGH
33,103000.0,94700.0,5700.0,172000,17000.0,2600,4,1,1,QUARTERLY,MEDIUM,EMERGENCY_FUND,47.0,LOW
28,111000.0,88000.0,6000.0,3845000,623000.0,17000,9,4,1,RARELY,HIGH,RETIREMENT,57.0,HIGH
23,69000.0,42700.0,13000.0,255000,41000.0,13300,4,2,4,RARELY,MEDIUM,SHORT_TERM_GOAL,66.0,LOW
63,32000.0,18100.0,7500.0,477000,88000.0,6400,2,1,1,MONTHLY,HIGH,EMERGENCY_FUND,43.0,LOW
55,45000.0,17400.0,8000.0,448000,83000.0,19600,18,2,4,MONTHLY,HIGH,RETIREMENT,78.0,HIGH
43,52000.0,44000.0,1900.0,1025000,70000.0,6100,3,1,2,MONTHLY,LOW,TAX_SAVING,68.0,HIGH
22,107000.0,63600.0,33600.0,981000,505000.0,9800,1,4,3,RARELY,HIGH,RETIREMENT,67.0,HIGH
45,78000.0,63000.0,0.0,1447000,214000.0,32700,6,1,5,LUMP_SUM,HIGH,WEALTH_CREATION,61.0,MEDIUM
46,63000.0,45400.0,10300.0,481000,86000.0,7300,5,2,1,MONTHLY,LOW,WEALTH_CREATION,70.0,HIGH
27,100000.0,20000.0,61500.0,1005000,505000.0,18500,16,2,4,MONTHLY,MEDIUM,EMERGENCY_FUND,63.0,HIGH
65,49000.0,31200.0,0.0,878000,266000.0,26700,11,1,2,LUMP_SUM,HIGH,RETIREMENT,50.0,MEDIUM
25,68000.0,46400.0,0.0,831000,198000.0,36700,2,2,2,LUMP_SUM,MEDIUM,WEALTH_CREATION,45.0,MEDIUM
27,116000.0,64600.0,9700.0,2015000,296000.0,41700,4,3,3,MONTHLY,HIGH,EMERGENCY_FUND,65.0,MEDIUM
27,101000.0,77700.0,0.0,1083000,151000.0,38200,10,1,5,MONTHLY,MEDIUM,WEALTH_CREATION,73.0,HIGH
31,78000.0,57900.0,0.0,2305000,133000.0,33000,22,1,5,LUMP_SUM,HIGH,TAX_SAVING,67.0,HIGH
52,115000.0,36300.0,75000.0,1035000,636000.0,3700,17,1,4,MONTHLY,MEDIUM,WEALTH_CREATION,68.0,HIGH
58,99000.0,59800.0,11400.0,163000,65000.0,27800,4,4,5,MONTHLY,HIGH,SHORT_TERM_GOAL,94.0,MEDIUM
28,108000.0,99300.0,0.0,4269000,1040000.0,9600,4,4,3,MONTHLY,LOW,SHORT_TERM_GOAL,91.0,HIGH
25,102000.0,41100.0,48400.0,783000,421000.0,12500,12,1,3,RARELY,HIGH,WEALTH_CREATION,37.0,HIGH
41,47000.0,34100.0,0.0,538000,352000.0,18400,6,2,3,MONTHLY,MEDIUM,RETIREMENT,76.0,HIGH
63,114000.0,68500.0,27100.0,1161000,415000.0,18400,7,1,2,RARELY,MEDIUM,RETIREMENT,47.0,MEDIUM
51,71000.0,46100.0,15400.0,215000,102000.0,9500,3,1,2,LUMP_SUM,MEDIUM,RETIREMENT,61.0,MEDIUM
