age,monthly_income,monthly_expenses,monthly_surplus,savings,existing_investments,monthly_emi,investment_horizon,investment_experience,reaction_to_market_loss,investment_frequency,liquidity_preference,investment_goal,risk_questionnaire_score,risk_profile
32,55000,25400,23300,68000,36000,6300,6,4,1,RARELY,HIGH,EMERGENCY_FUND,45,MEDIUM
21,86000,60600,13200,1853000,431000,12200,4,3,3,MONTHLY,LOW,SHORT_TERM_GOAL,97,HIGH
40,60000,42700,0,2019000,447000,18900,7,1,3,QUARTERLY,LOW,RETIREMENT,62,HIGH
28,172000,98100,53100,1935000,447000,20800,12,1,2,MONTHLY,HIGH,WEALTH_CREATION,34,HIGH
53,24000,12500,9400,108000,5000,2100,8,5,5,LUMP_SUM,MEDIUM,WEALTH_CREATION,99,HIGH
62,36000,14900,3600,266000,16000,17500,7,5,1,RARELY,MEDIUM,RETIREMENT,62,MEDIUM
50,40000,28400,5300,1241000,88000,6300,21,2,1,LUMP_SUM,HIGH,EMERGENCY_FUND,41,HIGH
65,117000,49200,62400,1033000,502000,5400,3,2,1,MONTHLY,MEDIUM,RETIREMENT,64,HIGH
52,92000,57200,23800,2220000,339000,11000,3,4,1,MONTHLY,MEDIUM,WEALTH_CREATION,64,HIGH
54,108000,41300,30600,784000,47000,36100,14,5,5,QUARTERLY,LOW,EMERGENCY_FUND,100,HIGH
34,72000,50900,10700,532000,97000,10400,15,2,4,RARELY,MEDIUM,RETIREMENT,60,HIGH
23,59000,26700,6800,827000,83000,25500,6,1,1,MONTHLY,LOW,RETIREMENT,69,HIGH
45,39000,26800,2700,747000,101000,9500,4,2,2,RARELY,HIGH,EMERGENCY_FUND,43,MEDIUM
38,94000,74400,0,1335000,72000,28000,8,1,2,QUARTERLY,HIGH,RETIREMENT,32,MEDIUM
27,111000,77900,3600,1766000,531000,29500,22,2,2,LUMP_SUM,MEDIUM,WEALTH_CREATION,47,HIGH
23,69000,28300,30400,329000,166000,10300,8,2,4,QUARTERLY,HIGH,WEALTH_CREATION,71,HIGH
43,36000,15100,13800,324000,27000,7100,2,5,4,RARELY,HIGH,SHORT_TERM_GOAL,74,MEDIUM
38,42000,28100,7000,441000,77000,6900,10,3,3,LUMP_SUM,LOW,WEALTH_CREATION,64,HIGH
27,36000,22900,7900,1139000,616000,5200,12,4,1,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,65,HIGH
30,105000,67400,11600,1413000,148000,26000,7,3,1,MONTHLY,MEDIUM,WEALTH_CREATION,67,HIGH
54,69000,13800,49400,102000,16000,5800,2,2,3,MONTHLY,MEDIUM,RETIREMENT,63,HIGH
40,131000,118300,0,2200000,454000,25500,8,1,3,QUARTERLY,LOW,WEALTH_CREATION,59,HIGH
27,107000,81700,23000,1513000,546000,2300,9,2,4,MONTHLY,HIGH,EMERGENCY_FUND,61,HIGH
25,57000,40400,0,1356000,323000,31300,8,2,4,RARELY,HIGH,RETIREMENT,46,HIGH
31,170000,71800,58800,1002000,311000,39400,17,4,1,MONTHLY,LOW,RETIREMENT,72,HIGH
42,55000,26100,14300,193000,35000,14600,15,1,2,MONTHLY,LOW,WEALTH_CREATION,63,HIGH
35,130000,77300,31400,243000,117000,21300,7,2,3,MONTHLY,MEDIUM,RETIREMENT,73,HIGH
56,20000,4200,15300,58000,18000,500,4,5,1,QUARTERLY,MEDIUM,RETIREMENT,63,HIGH
35,48000,16700,11600,388000,41000,19700,14,3,4,MONTHLY,MEDIUM,WEALTH_CREATION,79,HIGH
23,40000,24300,14100,428000,221000,1600,18,3,1,MONTHLY,MEDIUM,TAX_SAVING,67,HIGH
44,141000,56700,75600,109000,23000,8700,5,4,1,MONTHLY,MEDIUM,RETIREMENT,72,HIGH
31,62000,39900,12300,864000,275000,9800,7,4,3,RARELY,MEDIUM,WEALTH_CREATION,77,HIGH
27,76000,53500,8700,93000,18000,13800,7,5,3,MONTHLY,HIGH,EMERGENCY_FUND,74,LOW
36,29000,17600,800,171000,70000,10600,6,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,57,MEDIUM
39,57000,32400,8500,291000,51000,16100,3,3,3,MONTHLY,HIGH,EMERGENCY_FUND,75,MEDIUM
39,135000,56800,67700,658000,337000,10500,22,3,2,MONTHLY,HIGH,EMERGENCY_FUND,56,MEDIUM
65,38000,20700,13100,50000,1000,4200,11,2,5,MONTHLY,MEDIUM,EMERGENCY_FUND,87,MEDIUM
47,57000,29000,11100,1261000,276000,16900,5,5,3,MONTHLY,HIGH,WEALTH_CREATION,100,HIGH
54,157000,100700,33600,355000,94000,22700,13,1,2,QUARTERLY,MEDIUM,TAX_SAVING,46,MEDIUM
59,118000,85700,0,4234000,867000,35000,8,1,2,MONTHLY,MEDIUM,RETIREMENT,47,HIGH
24,41000,25400,9800,683000,258000,5800,23,1,3,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,46,HIGH
53,129000,51200,71900,1101000,240000,5900,6,1,2,MONTHLY,HIGH,EMERGENCY_FUND,30,MEDIUM
51,36000,23500,9700,375000,63000,2800,11,1,2,QUARTERLY,MEDIUM,WEALTH_CREATION,37,HIGH
44,33000,22100,0,478000,127000,15600,9,3,3,MONTHLY,HIGH,EMERGENCY_FUND,70,MEDIUM
56,106000,24500,73400,127000,59000,8100,20,3,2,LUMP_SUM,HIGH,EMERGENCY_FUND,42,MEDIUM
51,65000,36700,15100,1187000,463000,13200,19,5,3,RARELY,HIGH,RETIREMENT,77,HIGH
28,35000,21800,11800,581000,333000,1400,10,3,4,QUARTERLY,HIGH,WEALTH_CREATION,73,HIGH
39,104000,42300,16700,1047000,742000,45000,1,1,1,LUMP_SUM,HIGH,EMERGENCY_FUND,38,LOW
38,26000,16100,3000,549000,302000,6900,4,2,2,RARELY,LOW,TAX_SAVING,61,HIGH
53,92000,48600,24800,736000,293000,18600,1,3,3,RARELY,MEDIUM,SHORT_TERM_GOAL,73,MEDIUM
64,112000,100800,0,545000,239000,18900,11,2,3,QUARTERLY,LOW,SHORT_TERM_GOAL,80,MEDIUM
59,41000,18600,8300,619000,257000,14100,6,1,3,QUARTERLY,MEDIUM,WEALTH_CREATION,54,HIGH
52,84000,57000,17600,166000,64000,9400,17,2,1,RARELY,LOW,EMERGENCY_FUND,58,MEDIUM
35,33000,21400,1700,697000,110000,9900,17,4,3,RARELY,HIGH,WEALTH_CREATION,69,HIGH
65,76000,61200,0,1488000,341000,33000,14,1,4,MONTHLY,LOW,SHORT_TERM_GOAL,64,HIGH
35,31000,28400,0,342000,43000,5900,7,1,2,QUARTERLY,MEDIUM,WEALTH_CREATION,43,HIGH
29,47000,26700,14300,933000,386000,6000,11,1,1,RARELY,HIGH,TAX_SAVING,27,HIGH
42,37000,20700,4000,388000,32000,12300,12,2,1,LUMP_SUM,LOW,RETIREMENT,61,HIGH
34,92000,78500,0,533000,259000,15800,15,1,5,MONTHLY,MEDIUM,SHORT_TERM_GOAL,68,HIGH
50,33000,15800,3200,247000,67000,14000,7,1,4,LUMP_SUM,HIGH,WEALTH_CREATION,47,LOW
52,42000,34700,0,1205000,78000,10500,12,4,4,MONTHLY,MEDIUM,WEALTH_CREATION,86,HIGH
48,71000,50900,16500,949000,313000,3600,5,5,4,RARELY,LOW,RETIREMENT,91,HIGH
52,43000,28400,11800,709000,111000,2800,9,1,4,MONTHLY,HIGH,RETIREMENT,64,HIGH
56,209000,146900,0,2366000,888000,96800,14,4,2,RARELY,LOW,WEALTH_CREATION,78,HIGH
32,29000,20600,5000,438000,23000,3400,15,2,1,MONTHLY,LOW,SHORT_TERM_GOAL,60,HIGH
64,87000,40000,26700,663000,198000,20300,13,4,2,RARELY,LOW,TAX_SAVING,81,HIGH
52,56000,43700,1700,950000,442000,10600,14,5,1,QUARTERLY,MEDIUM,WEALTH_CREATION,65,HIGH
29,31000,28200,100,211000,12000,2700,15,2,4,RARELY,HIGH,EMERGENCY_FUND,57,MEDIUM
63,20000,13100,2100,401000,106000,4800,7,2,2,MONTHLY,MEDIUM,EMERGENCY_FUND,52,HIGH
31,81000,39100,28800,1539000,514000,13100,11,1,4,LUMP_SUM,HIGH,WEALTH_CREATION,41,HIGH
42,54000,31500,11200,108000,29000,11300,6,5,4,RARELY,HIGH,WEALTH_CREATION,83,HIGH
33,145000,86200,46100,2171000,1066000,12700,4,1,3,LUMP_SUM,MEDIUM,WEALTH_CREATION,65,HIGH
49,94000,52300,0,5263000,2119000,47000,3,3,3,MONTHLY,HIGH,RETIREMENT,53,HIGH
62,78000,61600,0,543000,98000,16800,1,4,4,MONTHLY,LOW,WEALTH_CREATION,99,HIGH
26,40000,22100,13300,335000,57000,4600,7,3,2,RARELY,HIGH,SHORT_TERM_GOAL,59,LOW
36,33000,23400,3800,728000,178000,5800,1,3,1,RARELY,MEDIUM,RETIREMENT,40,HIGH
50,62000,37300,16600,596000,55000,8100,10,4,1,RARELY,MEDIUM,EMERGENCY_FUND,55,MEDIUM
23,37000,21100,8600,592000,225000,7300,19,4,3,MONTHLY,MEDIUM,WEALTH_CREATION,66,HIGH
40,87000,43200,32300,1118000,114000,11500,5,2,2,RARELY,HIGH,WEALTH_CREATION,26,MEDIUM
50,52000,24900,18000,756000,292000,9100,20,5,4,QUARTERLY,MEDIUM,SHORT_TERM_GOAL,79,HIGH
22,46000,28300,10100,1385000,161000,7600,18,1,1,RARELY,MEDIUM,RETIREMENT,35,HIGH
59,95000,59600,18700,393000,144000,16700,3,1,1,RARELY,MEDIUM,RETIREMENT,52,MEDIUM
41,28000,24100,0,343000,76000,4700,18,1,5,MONTHLY,MEDIUM,RETIREMENT,81,HIGH
52,150000,67900,40000,1146000,79000,42100,16,1,3,MONTHLY,HIGH,SHORT_TERM_GOAL,46,LOW
27,66000,29800,27800,1181000,61000,8400,20,1,2,LUMP_SUM,HIGH,WEALTH_CREATION,35,HIGH
50,47000,21700,6200,1897000,1125000,19100,6,1,2,MONTHLY,MEDIUM,SHORT_TERM_GOAL,67,HIGH
43,106000,56600,39700,1667000,492000,9700,7,2,3,MONTHLY,HIGH,RETIREMENT,63,HIGH
34,67000,38100,2400,980000,536000,26500,16,2,4,MONTHLY,MEDIUM,EMERGENCY_FUND,86,HIGH
29,34000,17400,4100,340000,176000,12500,4,3,1,MONTHLY,HIGH,SHORT_TERM_GOAL,64,LOW
64,64000,47900,0,332000,73000,21800,5,2,5,RARELY,MEDIUM,RETIREMENT,50,MEDIUM
56,20000,13900,3800,464000,360000,2300,12,1,1,MONTHLY,HIGH,TAX_SAVING,23,HIGH
26,87000,45300,26700,1357000,208000,15000,9,3,1,MONTHLY,MEDIUM,EMERGENCY_FUND,58,MEDIUM
26,45000,24700,9000,554000,87000,11300,1,2,2,MONTHLY,HIGH,RETIREMENT,65,HIGH
49,60000,51700,0,1798000,218000,22200,2,3,2,RARELY,MEDIUM,TAX_SAVING,45,HIGH
31,122000,103400,0,1977000,536000,20000,8,3,2,RARELY,MEDIUM,TAX_SAVING,69,HIGH
42,20000,10700,6900,79000,26000,2400,15,1,5,MONTHLY,MEDIUM,SHORT_TERM_GOAL,82,MEDIUM
28,91000,51900,8900,2450000,748000,30200,7,1,4,LUMP_SUM,LOW,RETIREMENT,67,HIGH
47,65000,49600,0,703000,315000,17500,11,3,3,LUMP_SUM,MEDIUM,EMERGENCY_FUND,63,MEDIUM
21,34000,20900,12300,319000,139000,800,19,1,1,MONTHLY,MEDIUM,RETIREMENT,48,HIGH
37,67000,36800,17900,219000,105000,12300,6,1,2,RARELY,MEDIUM,WEALTH_CREATION,43,MEDIUM
33,98000,67100,7800,1696000,231000,23100,13,2,5,LUMP_SUM,MEDIUM,WEALTH_CREATION,84,HIGH
54,44000,33700,0,324000,48000,14200,18,2,1,MONTHLY,HIGH,TAX_SAVING,32,LOW
44,24000,15900,5100,352000,90000,3000,3,1,1,MONTHLY,MEDIUM,EMERGENCY_FUND,50,MEDIUM
43,59000,38200,0,2048000,396000,32400,18,3,2,RARELY,HIGH,WEALTH_CREATION,58,HIGH
21,117000,63500,19700,1458000,19000,33800,3,3,1,MONTHLY,HIGH,TAX_SAVING,62,LOW
44,93000,65900,13100,2776000,520000,14000,4,1,1,LUMP_SUM,MEDIUM,RETIREMENT,26,HIGH
42,112000,103000,2300,2137000,602000,6700,3,1,2,LUMP_SUM,MEDIUM,WEALTH_CREATION,30,HIGH
21,77000,45200,10200,1848000,104000,21600,3,4,4,MONTHLY,LOW,SHORT_TERM_GOAL,100,HIGH
26,48000,18200,13700,468000,115000,16100,14,1,4,MONTHLY,LOW,WEALTH_CREATION,63,HIGH
26,127000,64100,18200,1024000,366000,44700,6,3,4,MONTHLY,HIGH,RETIREMENT,72,HIGH
57,60000,49900,0,114000,34000,30200,7,2,4,MONTHLY,HIGH,SHORT_TERM_GOAL,73,LOW
25,35000,22400,11200,511000,283000,1400,24,2,2,MONTHLY,LOW,SHORT_TERM_GOAL,66,HIGH
54,53000,20900,3000,712000,319000,29100,7,3,4,RARELY,MEDIUM,WEALTH_CREATION,65,HIGH
41,130000,71500,45500,3568000,327000,13000,13,2,4,MONTHLY,MEDIUM,RETIREMENT,64,HIGH
23,34000,18100,12200,279000,90000,3700,13,1,3,RARELY,MEDIUM,TAX_SAVING,30,HIGH
60,81000,38000,27100,221000,92000,15900,2,3,1,MONTHLY,MEDIUM,TAX_SAVING,59,MEDIUM
64,38000,28900,1500,581000,124000,7600,1,2,2,QUARTERLY,MEDIUM,RETIREMENT,62,HIGH
31,35000,17700,12300,123000,7000,5000,19,3,3,MONTHLY,HIGH,EMERGENCY_FUND,64,MEDIUM
62,35000,28400,1100,598000,56000,5500,11,1,2,RARELY,LOW,TAX_SAVING,46,HIGH
58,28000,10100,16300,129000,14000,1600,14,5,4,QUARTERLY,MEDIUM,RETIREMENT,94,HIGH
58,79000,39900,34400,900000,493000,4700,10,2,5,LUMP_SUM,LOW,WEALTH_CREATION,91,HIGH
36,46000,32900,8300,1632000,200000,4800,5,5,5,MONTHLY,HIGH,WEALTH_CREATION,79,HIGH
35,54000,37400,4100,681000,40000,12500,15,4,4,MONTHLY,MEDIUM,EMERGENCY_FUND,93,HIGH
36,154000,103400,0,886000,159000,55300,8,2,2,MONTHLY,MEDIUM,RETIREMENT,60,MEDIUM
42,50000,28000,6000,253000,9000,16000,9,2,3,LUMP_SUM,HIGH,RETIREMENT,42,LOW
32,91000,59100,13400,486000,196000,18500,13,1,3,MONTHLY,HIGH,SHORT_TERM_GOAL,55,LOW
39,116000,59900,49800,156000,63000,6300,10,2,5,MONTHLY,MEDIUM,WEALTH_CREATION,92,HIGH
50,23000,8900,9700,133000,72000,4400,17,1,2,RARELY,MEDIUM,WEALTH_CREATION,45,HIGH
55,28000,16500,0,183000,114000,15400,7,3,4,MONTHLY,LOW,EMERGENCY_FUND,79,LOW
62,121000,44700,60000,194000,154000,16300,15,2,4,RARELY,LOW,EMERGENCY_FUND,71,HIGH
38,41000,22000,4100,247000,40000,14900,9,1,1,QUARTERLY,LOW,TAX_SAVING,53,LOW
33,197000,165600,0,3355000,1027000,62900,10,2,2,RARELY,HIGH,TAX_SAVING,39,LOW
62,44000,21400,7400,25000,0,15200,9,3,3,LUMP_SUM,MEDIUM,EMERGENCY_FUND,60,LOW
47,69000,36100,28400,456000,57000,4500,15,4,4,LUMP_SUM,MEDIUM,RETIREMENT,96,HIGH
63,80000,57100,0,1465000,380000,38500,6,2,3,RARELY,MEDIUM,WEALTH_CREATION,63,HIGH
30,41000,16400,7000,92000,66000,17600,9,1,1,MONTHLY,HIGH,RETIREMENT,44,LOW
35,24000,10500,8800,87000,3000,4700,7,3,3,RARELY,LOW,WEALTH_CREATION,75,HIGH
27,66000,42000,5500,491000,48000,18500,9,2,1,MONTHLY,LOW,WEALTH_CREATION,77,HIGH
37,27000,18100,1500,179000,28000,7400,1,3,5,MONTHLY,MEDIUM,TAX_SAVING,89,HIGH
40,53000,30100,21700,358000,174000,1200,22,1,3,LUMP_SUM,MEDIUM,RETIREMENT,56,HIGH
50,39000,7800,20100,479000,138000,11100,8,2,1,LUMP_SUM,MEDIUM,WEALTH_CREATION,55,HIGH
50,129000,103600,3100,1358000,89000,22300,4,2,5,MONTHLY,HIGH,TAX_SAVING,76,MEDIUM
64,101000,70600,7100,1680000,399000,23300,1,4,4,QUARTERLY,HIGH,TAX_SAVING,67,HIGH
41,45000,20900,17600,479000,26000,6500,12,3,3,MONTHLY,HIGH,EMERGENCY_FUND,72,MEDIUM
54,121000,89100,9400,4980000,977000,22500,1,3,2,LUMP_SUM,LOW,WEALTH_CREATION,75,HIGH
65,56000,33100,0,790000,49000,28300,20,2,3,QUARTERLY,MEDIUM,WEALTH_CREATION,64,HIGH
53,56000,11200,38500,163000,26000,6300,9,5,4,LUMP_SUM,MEDIUM,EMERGENCY_FUND,87,HIGH
61,94000,75700,13200,1244000,102000,5100,1,4,1,RARELY,MEDIUM,WEALTH_CREATION,56,MEDIUM
39,48000,28700,3000,206000,44000,16300,1,1,2,LUMP_SUM,MEDIUM,EMERGENCY_FUND,58,LOW
64,64000,49900,0,1639000,190000,26300,2,4,5,LUMP_SUM,LOW,WEALTH_CREATION,78,HIGH
62,71000,55100,12700,580000,343000,3200,4,3,4,QUARTERLY,MEDIUM,WEALTH_CREATION,75,HIGH
47,20000,10200,4700,374000,82000,5100,6,2,2,QUARTERLY,HIGH,TAX_SAVING,39,HIGH
33,38000,22700,8500,218000,53000,6800,17,3,3,QUARTERLY,HIGH,TAX_SAVING,59,HIGH
37,121000,69200,22100,1757000,593000,29700,1,1,3,RARELY,HIGH,RETIREMENT,54,MEDIUM
63,53000,31500,2700,1734000,573000,18800,1,4,1,MONTHLY,MEDIUM,EMERGENCY_FUND,66,HIGH
48,101000,54200,3200,328000,10000,43600,14,1,3,QUARTERLY,HIGH,WEALTH_CREATION,50,LOW
56,71000,50500,4000,1749000,678000,16500,10,4,4,RARELY,LOW,EMERGENCY_FUND,85,HIGH
39,230000,155000,65700,1246000,432000,9300,7,4,2,MONTHLY,MEDIUM,SHORT_TERM_GOAL,67,HIGH
42,78000,71700,0,2598000,606000,6600,11,2,1,RARELY,MEDIUM,EMERGENCY_FUND,53,HIGH
47,63000,44800,10700,371000,194000,7500,13,1,4,MONTHLY,LOW,WEALTH_CREATION,85,HIGH
31,39000,24200,7100,217000,67000,7700,15,5,1,QUARTERLY,HIGH,RETIREMENT,78,MEDIUM
27,52000,29300,9100,94000,24000,13600,3,2,3,MONTHLY,LOW,EMERGENCY_FUND,82,LOW
38,54000,31100,4500,1690000,539000,18400,7,3,1,MONTHLY,HIGH,TAX_SAVING,38,HIGH
21,109000,81900,15100,1488000,303000,12000,5,2,5,MONTHLY,MEDIUM,EMERGENCY_FUND,85,HIGH
60,114000,75700,0,1559000,319000,42500,5,5,2,QUARTERLY,HIGH,WEALTH_CREATION,95,HIGH
37,64000,27300,21700,553000,256000,15000,12,3,3,QUARTERLY,HIGH,SHORT_TERM_GOAL,47,MEDIUM
44,69000,22900,18400,1717000,735000,27700,7,1,3,QUARTERLY,HIGH,WEALTH_CREATION,45,HIGH
31,50000,35700,8900,345000,86000,5400,5,3,4,MONTHLY,HIGH,WEALTH_CREATION,67,MEDIUM
58,88000,63500,4700,183000,40000,19800,2,1,4,MONTHLY,HIGH,RETIREMENT,70,LOW
21,112000,47200,49300,458000,37000,15500,5,1,3,MONTHLY,HIGH,RETIREMENT,52,MEDIUM
49,66000,30200,32700,104000,27000,3100,18,1,2,MONTHLY,MEDIUM,TAX_SAVING,58,HIGH
53,135000,87100,27300,105000,37000,20600,13,1,2,QUARTERLY,MEDIUM,WEALTH_CREATION,53,MEDIUM
59,66000,42800,13700,1082000,405000,9500,18,3,1,MONTHLY,HIGH,WEALTH_CREATION,52,HIGH
29,23000,6900,13000,267000,124000,3100,10,1,1,MONTHLY,MEDIUM,EMERGENCY_FUND,55,HIGH
52,56000,44100,100,1267000,356000,11800,8,1,3,QUARTERLY,MEDIUM,WEALTH_CREATION,47,HIGH
30,63000,38000,14400,620000,140000,10600,8,3,2,MONTHLY,HIGH,WEALTH_CREATION,66,MEDIUM
33,73000,60300,4800,1214000,44000,7900,11,2,2,QUARTERLY,MEDIUM,RETIREMENT,48,HIGH
43,38000,20800,9000,112000,28000,8200,19,3,2,RARELY,HIGH,SHORT_TERM_GOAL,56,LOW
63,81000,61200,8000,272000,85000,11800,13,5,4,RARELY,MEDIUM,WEALTH_CREATION,77,HIGH
61,60000,40300,0,1015000,84000,22100,9,4,4,MONTHLY,HIGH,WEALTH_CREATION,88,HIGH
52,140000,44000,90700,1343000,61000,5300,11,2,3,RARELY,HIGH,RETIREMENT,56,HIGH
38,60000,46500,5900,873000,426000,7600,2,1,2,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,49,MEDIUM
39,37000,18800,14300,639000,117000,3900,3,4,5,QUARTERLY,HIGH,TAX_SAVING,96,HIGH
50,81000,63800,9900,389000,98000,7300,4,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,67,MEDIUM
27,40000,32100,2000,1235000,78000,5900,5,4,1,RARELY,HIGH,WEALTH_CREATION,51,HIGH
31,55000,22300,5500,1810000,617000,27200,10,1,3,QUARTERLY,MEDIUM,EMERGENCY_FUND,53,HIGH
26,52000,43500,0,1446000,246000,13200,4,4,4,QUARTERLY,HIGH,TAX_SAVING,79,HIGH
21,83000,68900,0,1764000,654000,17500,3,3,2,MONTHLY,MEDIUM,SHORT_TERM_GOAL,85,HIGH
29,38000,19900,14600,218000,44000,3500,7,1,2,RARELY,MEDIUM,WEALTH_CREATION,38,LOW
43,201000,49900,93300,1137000,203000,57800,8,2,2,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,52,LOW
21,47000,36300,0,311000,38000,13400,6,1,1,MONTHLY,MEDIUM,WEALTH_CREATION,52,MEDIUM
23,69000,35800,19000,1047000,295000,14200,12,3,5,MONTHLY,MEDIUM,WEALTH_CREATION,90,HIGH
48,109000,86900,17800,1400000,568000,4300,22,2,2,QUARTERLY,MEDIUM,TAX_SAVING,81,HIGH
61,45000,13100,17900,561000,160000,14000,2,3,4,MONTHLY,HIGH,WEALTH_CREATION,74,HIGH
47,74000,68000,0,638000,238000,6500,10,3,1,MONTHLY,MEDIUM,RETIREMENT,70,HIGH
45,172000,83500,75000,4629000,1511000,13500,6,2,2,LUMP_SUM,MEDIUM,WEALTH_CREATION,34,HIGH
56,202000,102800,32100,1194000,319000,67100,3,5,3,LUMP_SUM,MEDIUM,TAX_SAVING,88,MEDIUM
64,101000,64600,24500,1562000,250000,11900,15,2,4,MONTHLY,LOW,EMERGENCY_FUND,78,HIGH
31,65000,36600,23500,454000,145000,4900,9,3,1,MONTHLY,LOW,TAX_SAVING,83,HIGH
50,55000,39900,1700,461000,265000,13400,1,1,3,MONTHLY,LOW,RETIREMENT,65,MEDIUM
65,69000,25900,24500,382000,27000,18600,3,3,3,MONTHLY,HIGH,WEALTH_CREATION,58,HIGH
22,49000,29100,0,545000,91000,20400,3,1,1,MONTHLY,MEDIUM,WEALTH_CREATION,40,LOW
34,39000,21700,8400,476000,72000,8900,6,1,3,MONTHLY,LOW,WEALTH_CREATION,61,HIGH
31,60000,43000,1500,1334000,210000,15500,11,1,2,MONTHLY,MEDIUM,RETIREMENT,53,HIGH
52,61000,44700,3400,1537000,555000,12900,11,4,2,QUARTERLY,MEDIUM,EMERGENCY_FUND,84,HIGH
31,59000,28100,23400,79000,5000,7500,1,3,3,RARELY,HIGH,RETIREMENT,51,LOW
24,82000,53400,15700,1043000,201000,12900,14,4,3,LUMP_SUM,LOW,TAX_SAVING,82,HIGH
36,74000,48900,22300,795000,360000,2800,2,2,4,MONTHLY,LOW,WEALTH_CREATION,84,HIGH
42,127000,90600,0,1399000,355000,36500,5,1,1,QUARTERLY,MEDIUM,TAX_SAVING,38,LOW
54,74000,47500,13100,883000,24000,13400,10,2,2,MONTHLY,HIGH,EMERGENCY_FUND,67,MEDIUM
55,52000,39800,0,637000,120000,12600,7,2,1,RARELY,MEDIUM,WEALTH_CREATION,49,MEDIUM
36,60000,38000,2400,496000,101000,19600,15,2,2,RARELY,LOW,RETIREMENT,52,MEDIUM
44,91000,67600,8400,331000,64000,15000,8,1,4,MONTHLY,MEDIUM,EMERGENCY_FUND,72,MEDIUM
40,52000,34800,3600,456000,328000,13600,3,1,5,QUARTERLY,HIGH,RETIREMENT,60,MEDIUM
44,55000,21300,28100,208000,92000,5600,17,1,2,MONTHLY,LOW,EMERGENCY_FUND,65,HIGH
40,109000,42800,46700,237000,38000,19500,2,1,4,QUARTERLY,MEDIUM,EMERGENCY_FUND,65,MEDIUM
30,263000,133200,68100,783000,135000,61700,6,1,2,MONTHLY,HIGH,RETIREMENT,29,LOW
55,76000,54300,0,1221000,208000,31800,8,1,1,MONTHLY,LOW,WEALTH_CREATION,63,HIGH
46,27000,14700,3600,260000,86000,8700,17,1,5,LUMP_SUM,MEDIUM,WEALTH_CREATION,69,HIGH
59,66000,49900,7100,802000,317000,9000,10,3,3,MONTHLY,HIGH,EMERGENCY_FUND,69,HIGH
36,30000,20200,100,618000,18000,9700,7,4,1,QUARTERLY,HIGH,EMERGENCY_FUND,62,MEDIUM
39,43000,30500,900,231000,83000,11600,11,1,2,MONTHLY,HIGH,TAX_SAVING,50,LOW
58,26000,16900,2000,720000,130000,7100,15,2,5,MONTHLY,LOW,WEALTH_CREATION,80,HIGH
56,113000,79400,30500,3284000,1473000,3100,12,4,2,RARELY,LOW,TAX_SAVING,56,HIGH
58,175000,109400,41900,455000,65000,23700,2,2,2,RARELY,LOW,TAX_SAVING,49,MEDIUM
33,101000,37500,47900,1375000,384000,15600,8,3,5,RARELY,HIGH,WEALTH_CREATION,72,HIGH
39,119000,96000,0,1792000,544000,58000,7,3,3,LUMP_SUM,HIGH,WEALTH_CREATION,51,HIGH
24,131000,106400,0,1715000,487000,27500,17,1,5,QUARTERLY,MEDIUM,EMERGENCY_FUND,75,HIGH
28,57000,29500,22200,829000,319000,5300,8,1,4,MONTHLY,LOW,WEALTH_CREATION,59,HIGH
48,29000,17100,8100,270000,29000,3800,9,1,1,MONTHLY,MEDIUM,WEALTH_CREATION,38,MEDIUM
31,79000,50000,100,1099000,104000,28900,14,2,1,LUMP_SUM,HIGH,TAX_SAVING,57,MEDIUM
43,132000,77200,49100,2868000,638000,5700,4,2,1,MONTHLY,MEDIUM,WEALTH_CREATION,41,HIGH
54,51000,45400,0,995000,52000,6600,1,4,3,MONTHLY,MEDIUM,EMERGENCY_FUND,100,HIGH
29,88000,57400,11100,1751000,471000,19500,10,3,4,MONTHLY,MEDIUM,RETIREMENT,81,HIGH
39,108000,50200,14900,1639000,331000,42900,12,2,4,QUARTERLY,MEDIUM,WEALTH_CREATION,71,HIGH
41,53000,18300,29300,421000,196000,5400,9,2,1,MONTHLY,HIGH,WEALTH_CREATION,54,HIGH
33,44000,33400,500,542000,24000,10100,7,3,2,RARELY,MEDIUM,RETIREMENT,50,MEDIUM
51,97000,27200,50200,147000,36000,19600,2,1,2,RARELY,LOW,WEALTH_CREATION,29,LOW
21,36000,17500,17200,204000,2000,1300,3,3,3,MONTHLY,MEDIUM,WEALTH_CREATION,77,HIGH
25,44000,28000,10200,879000,388000,5800,16,2,3,MONTHLY,HIGH,EMERGENCY_FUND,64,HIGH
47,71000,37300,2400,1498000,713000,31300,6,3,3,QUARTERLY,MEDIUM,TAX_SAVING,85,HIGH
41,73000,53000,2300,1360000,50000,17700,12,3,1,MONTHLY,HIGH,EMERGENCY_FUND,54,HIGH
65,49000,38900,3800,520000,272000,6300,14,1,2,RARELY,MEDIUM,RETIREMENT,49,HIGH
59,116000,60600,54300,884000,149000,1100,16,2,4,MONTHLY,HIGH,WEALTH_CREATION,66,HIGH
